objectid,title,designer,artist,publisher,year,description,game_link,catalog_link,catalog_description,call_number,video_link,video_extra,rules_link,supplement_link,game_printables_link,players_min,players_max,players_recommended,recommended_age,playing_time,Playing time Less that 30 min,Playing time from 30 min up to an hour,Playing time From 1 hour up to 2 hours,Playing time 2 hours or more,theme,mechanics,awards,Awards_without_year,award_winner,original_link,old_table_img,game_image_link,filename_old,image_filename,image_small,image_thumb,display_template
games_0115,Whirling Witchcraft,Erik Andersson Sundén,"Luis Francisco, Weberson Santiago",Alderac Entertainment Group,2021,"Being a witch is all about wielding powerful magical ingredients — but a witch can wield only so much power before everything blows up in their face. Choose your recipes wisely to clear your workbench and stick others with too much raw material because the first player to overflow their nemesis' cauldron with enough ingredients wins! In Whirling Witchcraft, you start with a hand of four recipe cards, as well as a number of ingredients on your workbench; ingredients come in five types, and you have a limited number of spaces for each type on your workbench. Everyone plays simultaneously during each round. You all choose and reveal a recipe from your hand at the same time, then you can use as many recipes in play in front of you as you wish to convert and transform ingredients. Maybe you'll turn a mushroom into the harder-to-find mandrake, then you can turn two mandrakes (using an older one and the one you just created) to make three mushrooms. You can use each recipe at most once a round, and when you're finished, place all of the final ingredients into a cauldron, then pass it to your neighbor on the right. They must then fit all of these ingredients on their workbench — and if they can't, they must return the ""extra"" ingredients to you for placement in your ""Witch's Circle"". If you now have at least five ingredients in your Witch's Circle, the game ends and you win; otherwise you all pass your recipe cards in hand to the player on your left, refill your hand to four cards, then start a new round. The game includes personality cards you can use to give each player a unique power, in addition to a different set of starting ingredients. Some recipes can be played in either of two directions to help you customize how you transform ingredients, and recipes might also have arcana symbols that give you bonus powers when you collect enough of them. Can you put together the right cookbook to land your neighbor in hot water?",https://boardgamegeek.com/boardgame/335275/whirling-witchcraft,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/10k9nr0/cdi_globaltitleindex_catalog_350690678,"Being a witch is all about wielding powerful magical ingredients. But be careful, one withch can only wield so much power before everything blows up in their face. Choose your recipes wisely to clear your workbench and fill your cauldron. Overflow your nemesis with magical ingredients to win.",Board Games Shelf (First Floor) ; GAME WHIRLING WITCHCRAFT,https://youtu.be/IwTJUUsaMSU?si=G5V-y-YeXfz26RZD,,https://www.alderac.com/wp-content/uploads/2025/03/WhirlingWitchcraft_Rulebook.pdf,,,2,5,3,14,30 min,FALSE,TRUE,FALSE,FALSE,Fantasy; Witches,Simultaneous Action Selection; Take That; Variable Player Powers,2023 Geek Media Awards Game of the Year for Beginners Nominee; 2022 Japan Boardgame Prize Voters' Selection Nominee; 2022 American Tabletop Casual Games Recommended,Geek Media Awards Game of the Year for Beginners Nominee; Japan Boardgame Prize Voters' Selection Nominee; American Tabletop Casual Games Recommended,true,,,,,games_0115.jpg,https://objects.lib.uidaho.edu/games/small/games_0115_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0115_th.jpg,game
games_0116,Big Top,Ray Mulford,Alessandra Cimatoribus,APE Games,2003,"Big Top, inspired by the classic card game Fan Tan, is a quick and easy-to-learn card game in which players take the role of aspiring circus owners. The winner of the game will be the player who invests in the most popular circus acts and earns the most money by helping his fellow players when they call for certain circus acts to be played. Beautifully illustrated by Alessandra Cimatoribus (Torres, San Marco), Big Top cards feature bits of fact about the charming world of the circus. Flavor text tells the story of the origin and growth of the circus in Europe and America into the cultural icon it has become today.",https://boardgamegeek.com/boardgame/7048/big-top,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1ldrjcp/alma996849175401851,"Welcome to the Big top, where the goal is to create the most successful circus by wisely investing in various acts.",Board Games Shelf (First Floor) ; GAME BIG TOP,,,http://www.spotlightongames.com/rules/bigtop.html,,,3,6,4,6,60 min,FALSE,FALSE,TRUE,FALSE,Card Game; Educational; Circus,Hand Management,,,false,,,,,games_0116.jpg,https://objects.lib.uidaho.edu/games/small/games_0116_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0116_th.jpg,game
games_0117,Letterpool,,,Tipsy Chicken,2022,"What’s something you can’t do in public? Or something you can lick? A word that starts with a P that a 7-year-old can’t understand? Or a superhero that starts with L? A game that tests your speed and creativity, Letterpool won’t leave you and your friends yawning. Show off your wit by being the first one to come up with words and grab letters worth points. REMEMBER: Brevity is the soul of wit! WITH 2 MODES TO PLAY: PARTY -OR- TRIVIA - for double the fun",https://boardgamegeek.com/boardgame/376536/letterpool,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1ldrjcp/alma996849175301851,,Board Games Shelf (First Floor) ; GAME LETTERPOOL,https://youtu.be/wdasDfv_WeM?si=DsckwZ3wFi9mvoX6,,https://cdn.prod.website-files.com/64a68c6515899abfa38c2e15/64beac1837caa7c3a5b6ba0e_rulerbook%20LP.pdf,,,2,99,,16,10-30 min,TRUE,FALSE,FALSE,FALSE,Party Game; Trivia; Word Game,,,,false,,,,,games_0117.jpg,https://objects.lib.uidaho.edu/games/small/games_0117_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0117_th.jpg,game
games_0118,"Everdell, Farshore","James A. Wilson, Clarissa A. Wilson",Jacqui Davis,Starling Games (II),2023,"The Forever Sea is calling... The rugged coast north of Everdell Valley is a land brimming with adventure and mystery. Stalwart sailors search for bountiful islands and valuable treasures. Dutiful monks inhabit abbeys and scriptoriums, meticulously translating and illuminating. Hard-working folk gather resources and build their cities in unison with the ever-changing waves of the mighty ocean. Welcome to Everdell Farshore, a standalone game set in the country of Farshore. Through each season, you lead a crew of critter workers to build up a prosperous city and to explore the enchanting ocean beyond. You must plan your actions carefully in order to build and to sail, for only by adapting to the winds of change will you succeed. The wind is high. The sun is breaking the horizon. It is time to set sail for adventure!",https://boardgamegeek.com/boardgame/394106/everdell-farshore,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1ldrjcp/alma996850660301851,"Farshore will send you on an epic seafaring adventure to explore and build in the rugged country north of Everdell Valley. Study the winds to sail your ship in search of valuable riches, compete for lucrative island locations before high tide rises, and be the first to claim valuable maps that will lead you to troves of treasures.","Board Games Shelf (First Floor) ; GAME EVERDELL, FARSHORE",https://youtu.be/Qf14uWVS12Q?si=25gp1sL5igi_52ob,,https://www.scribd.com/document/813728298/Farshore-Rulebook-WEB-v12-20230411,,,1,4,2; 3,10,40-80 min,FALSE,TRUE,TRUE,FALSE,Animals; Card Game; City Building; Fantasy,Hand Management; Open Drafting; Set Collection; Worker Placement,,,false,,,,,games_0118.jpg,https://objects.lib.uidaho.edu/games/small/games_0118_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0118_th.jpg,game
games_0119,Paleo,Peter Rustemeyer,"Dominik Mayer, Ingram Schell, Franz-Georg Stämmele",Z-Man Games,2020,"Paleo is a co-operative adventure game set in the stone age, a game in which players try to keep the human beings in their care alive while completing missions. Sometimes you need a fur, sometimes a tent, but these are all minor quests compared to your long-term goal: Painting a woolly mammoth on the wall so that humans thousands of years later will know that you once existed. (Okay, you just think the mammoth painting looks cool. Preserving a record of your past existence is gravy.) What might keep you from painting that mammoth? Death, in all its many forms. Each player starts the game with a couple of humans, who each have a skill and a number of life points. On a turn, each player chooses to go to one location — possibly of the same type as other players, although not the same location — and while you have some idea of what you might find there, you won't know for sure until you arrive, at which point you might acquire food or resources, or find what you need to craft a useful object, or discover that you can help someone else in their project, or suffer a snakebite that brings you close to death. Life is full of both wonders and terrors... At the day's end, you need food for all the people in your party as well as various crafts or skills that allow you to complete quests. Failure to do so adds another skull on the tote board, and once you collect enough of those, you decide that living is for fools and give up the ghost, declaring that future humans can just admire someone else, for all you care. Paleo includes multiple modules that allow for a variety of people, locations, quests, and much more during your time in 10,000 BCE.",https://boardgamegeek.com/boardgame/300531/paleo,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1ldrjcp/alma996850660201851,"A new day dawns in the Stone Age. Your tribe fights for survival while steadily developing new advancements that lay the foundations of the human experience. But dangers abound: animals, storms, and hostile tribes await you in the wild. In Paleo, players lead groups of hunters, gatherers, warriors, and more, navigating a treacherous primeval landscape in search of resources and secrets. To create a legacy for your people, you will need the new tools you've invented, the help of your friends, and perhaps a bit of good fortune. Explore over 200 cards, with 10 different modules for new surprises every game. Paleo -- Endless adventure in the Stone Age.",Board Games Shelf (First Floor) ; GAME PALEO,https://youtu.be/8ATp4S8NKTI?si=F3Uztwazdn8QwuzX,,https://cdn.svc.asmodee.net/production-zman/uploads/2024/10/paleo_rulebook_en_web_v4a.pdf,,,2,4,2; 3,10,45-60 min,FALSE,TRUE,FALSE,FALSE,Card Game; Exploration; Prehistoric; Survival,"Action / Event; Cooperative Game; Deck, Bag, and Pool Building; Memory; Scenario / Mission / Campaign Game; Simultaneous Action Selection; Variable Set-up",2022 Guldbrikken Best Adult Game Nominee; 2022 5 Seasons Best International Party&Coop Winner; 2022 5 Seasons Best International Party&Coop Nominee; 2021 Speelgoed van het Jaar Expert Games Winner; 2021 Kennerspiel des Jahres Winner; 2021 Kennerspiel des Jahres Nominee; 2021 International Gamers Award Multi-player Nominee; 2021 Gioco dell’Anno Nominee; 2021 Geek Media Awards Family Game of the Year Nominee; 2021 Bulgarian Board Game Awards Expert Game of the Year Nominee; 2021 As d'Or - Jeu de l'Année Expert Nominee; 2020 Meeples Choice Award Nominee; 2020 Golden Geek Best Cooperative Game Nominee; 2020 Cardboard Republic Immersionist Laurel Winner; 2020 Cardboard Republic Immersionist Laurel Nominee,Guldbrikken Best Adult Game Nominee; 5 Seasons Best International Party&Coop Winner; 5 Seasons Best International Party&Coop Nominee; Speelgoed van het Jaar Expert Games Winner; Kennerspiel des Jahres Winner; Kennerspiel des Jahres Nominee; International Gamers Award Multi-player Nominee; Gioco dell’Anno Nominee; Geek Media Awards Family Game of the Year Nominee; Bulgarian Board Game Awards Expert Game of the Year Nominee; As d'Or - Jeu de l'Année Expert Nominee; Meeples Choice Award Nominee; Golden Geek Best Cooperative Game Nominee; Cardboard Republic Immersionist Laurel Winner; Cardboard Republic Immersionist Laurel Nominee,true,,,,,games_0119.jpg,https://objects.lib.uidaho.edu/games/small/games_0119_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0119_th.jpg,game
games_0120,Space Base,John D. Clair,Chris Walton,Alderac Entertainment Group,2018,"In Space Base, players assume the roles of Commodores of a small fleet of ships. Ships begin docked at their stations and are then deployed to sectors as new ships are commissioned under your command. Use cargo vessels to engage in trade and commerce; mining vessels to build reoccurring base income; and carriers to spread your influence. Establish new colonies for a new Commodore in a sector to gain even more influence. Gain enough influence and you can be promoted to Admiral! Space Base is a quick-to-learn, quick-to-play dice game using the core ""I roll, everyone gets stuff"" mechanism seen in other games. It's also a strategic engine builder using a player board (your space base) and tableaus of ship cards you can buy and add to your board. The cards you buy and the order you buy them in have interesting implications on your engine beyond just the ability on the card you buy, making for a different type of engine construction than seen in similar games. Players can take their engine in a number of directions: long odds and explosive gains, low luck and steady income, big end-game combos to launch from last to first, or a mix-and-match approach. Ultimately, Space Base is a game you can just start playing and teach everyone how to play in the first round or two and has a satisfying blend of dice-chucking luck and challenging strategic choices.",https://boardgamegeek.com/boardgame/242302/space-base,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1ldrjcp/alma996850660101851,"In Space Base, players assume the roles of Commodores of a small fleet of ships. Ships begin docked at their stations and are then deployed to sectors as new ships are commissioned under your command. Use cargo vessels to engage in trade and commerce; mining vessels to build reoccurring base income; and carriers to spread your influence. Establish new colonies for a new Commodore in a sector to gain even more influence. Gain enough influence and you can be promoted to Admiral!",Board Games Shelf (First Floor) ; GAME SPACE BASE,,,https://www.alderac.com/wp-content/uploads/2025/03/SpaceBase_TheEmergenceOfShyPluto_Rulebook.pdf,,,2,5,3; 4,14,60 min,FALSE,FALSE,TRUE,FALSE,Dice; Science Fiction; Space Exploration; Tableau Building,Dice Rolling; Open Drafting; Random Production,2020 Fairplay À la carte Runner-up; 2019 Origins Awards Best Board Game Nominee; 2019 American Tabletop Casual Games Nominee; 2018 Meeples Choice Award Nominee; 2018 Golden Geek Best Family Board Game Nominee,Fairplay À la carte Runner-up; Origins Awards Best Board Game Nominee; American Tabletop Casual Games Nominee; Meeples Choice Award Nominee; Golden Geek Best Family Board Game Nominee,true,,,,,games_0120.jpg,https://objects.lib.uidaho.edu/games/small/games_0120_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0120_th.jpg,game
games_0121,Rolling Heights,John D. Clair,Kwanchai Moriya,Alderac Entertainment Group,2023,"Roll Your Meeples, Build the City. It's the 1920's and your career as a general contractor is about to take off. You have just started your business in a rapidly expanding city. In Rolling Heights, players roll workers in the form of meeples. Standing meeples work hard that day and provide special actions and building materials, while face-down meeples provide nothing. You can always push your luck for better rolls, but you might lose valuable materials you need to construct new buildings. Completing buildings gains you prestige, as well as new workers to help you construct even larger buildings, including skyscrapers. Will you construct the next famous landmark?",https://boardgamegeek.com/boardgame/331820/rolling-heights,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1ldrjcp/alma996850659801851,"It's the 1920's and your career as a general contractor is about to take off. You have just started your business in a rapidly expanding city. In Rolling Heights, players roll workers in the form of meeples. Standing meeples work hard that day and provide special actions and building materials, while face-down meeple provide nothing. You can always push your luck for better rolls, but you might lose valuable materials you need to construct new buildings. Completing buildings gains you prestige, as well as new workers to help you construct even larger buildings, including skyscrapers. Will you construct the next famous landmark?",Board Games Shelf (First Floor) ; GAME ROLLING HEIGHTS,https://youtu.be/afc4B8WhT1U?si=9D3JPhVB5o1tzyoM,,https://www.alderac.com/wp-content/uploads/2025/04/RollingHeights_BaseGame_Rulebook_Optimized.pdf,,,1,4,2; 3,14,45-60 min,FALSE,TRUE,FALSE,FALSE,City Building; Dice; Industry / Manufacturing,"Area Majority / Influence; Deck, Bag, and Pool Building; Dice Rolling; End Game Bonuses; Push Your Luck; Random Production; Solo / Solitaire Game; Tile Placement",,,false,,,,,games_0121.jpg,https://objects.lib.uidaho.edu/games/small/games_0121_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0121_th.jpg,game
games_0122,7 Wonders Duel,"Antoine Bauza, Bruno Cathala",Miguel Coimbra,Repos Production,2015,"In many ways 7 Wonders Duel resembles its parent game 7 Wonders. Over three ages, players acquire cards that provide resources or advance their military or scientific development in order to develop a civilization and complete wonders. What's different about 7 Wonders Duel is that, as the title suggests, the game is solely for two players. Players do not draft cards simultaneously from decks of cards, but from a display of face-down and face-up cards arranged at the start of a round. A player can take a card only if it's not covered by any others, so timing comes into play, as it can with bonus moves that allow the player to take a second card immediately. As in the original game, each acquired card can be built, discarded for coins, or used to construct a wonder. Each player also starts with four wonder cards, and the construction of a wonder provides its owner with a special ability. Only seven wonders can be built, though, so one player will end up short. Players can purchase resources at any time from the bank, or they can gain cards during the game that provide them with resources for future building; as they are acquired, the cost for those resources increases for the opponent, representing the owner's dominance in this area. You can win 7 Wonders Duel in one of three ways: each time you acquire a military card, you advance the military marker toward your opponent's capital (also giving you a bonus at certain positions). If you reach the opponent's capital, you win the game immediately. Or if you acquire six of seven different scientific symbols, you achieve scientific dominance and win immediately. If none of these situations occurs, then the player with the most points at the end of the game wins.",https://boardgamegeek.com/boardgame/173346/7-wonders-duel,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1ldrjcp/alma996855060401851,"Develop your science and your army, construct prestigious buildings and lead your civilization to victory! 7 Wonders Duel is a stand-alone game in the world of 7 Wonders, made especially for 2 players.",Board Games Shelf (First Floor) ; GAME 7 WONDERS DUEL,https://youtu.be/v6CQFd4Enf0?si=mpbVVLM-pHytepRO,,https://cdn.svc.asmodee.net/production-rprod/storage/downloads/games/7wonders-duel/en/7du-rules-us-15990558193s5I6.pdf,,,2,2,2,10,30 min,FALSE,TRUE,FALSE,FALSE,Ancient; Card Game; City Building; Civilization; Economic,End Game Bonuses; Income; Melding and Splaying; Modular Board; Multi-Use Cards; Once-Per-Game Abilities; Open Drafting; Score-and-Reset Game; Set Collection; Sudden Death Ending; Tags; Tech Trees / Tech Tracks; Track Movement; Tug of War; Variable Set-up,2017 Hra roku Winner; 2016 Lys Passioné Finalist; 2016 Kennerspiel des Jahres Recommended; 2016 Juego del Año Recommended; 2016 International Gamers Award - General Strategy: Two-players Winner; 2016 International Gamers Award - General Strategy: Two-players Nominee; 2016 Gra Roku Advanced Game of the Year Nominee; 2016 Gioco dell’Anno Nominee; 2016 Fairplay À la carte Winner; 2016 As d'Or - Jeu de l'Année Expert Nominee; 2015 Tric Trac Nominee; 2015 Tric Trac d'Or Winner; 2015 Swiss Gamers Award Winner; 2015 Meeples Choice Award Nominee; 2015 Jocul Anului în România Beginners Winner; 2015 Jocul Anului în România Beginners Finalist; 2015 Golden Geek Board Game of the Year Nominee; 2015 Golden Geek Best Strategy Board Game Nominee; 2015 Golden Geek Best Card Game Winner; 2015 Golden Geek Best Card Game Nominee; 2015 Golden Geek Best 2-Player Board Game Winner; 2015 Golden Geek Best 2-Player Board Game Nominee; 2015 Board Game Quest Awards Best Card Game Winner; 2015 Board Game Quest Awards Best Card Game Nominee,Hra roku Winner; Lys Passioné Finalist; Kennerspiel des Jahres Recommended; Juego del Año Recommended; International Gamers Award - General Strategy: Two-players Winner; International Gamers Award - General Strategy: Two-players Nominee; Gra Roku Advanced Game of the Year Nominee; Gioco dell’Anno Nominee; Fairplay À la carte Winner; As d'Or - Jeu de l'Année Expert Nominee; Tric Trac Nominee; Tric Trac d'Or Winner; Swiss Gamers Award Winner; Meeples Choice Award Nominee; Jocul Anului în România Beginners Winner; Jocul Anului în România Beginners Finalist; Golden Geek Board Game of the Year Nominee; Golden Geek Best Strategy Board Game Nominee; Golden Geek Best Card Game Winner; Golden Geek Best Card Game Nominee; Golden Geek Best 2-Player Board Game Winner; Golden Geek Best 2-Player Board Game Nominee; Board Game Quest Awards Best Card Game Winner; Board Game Quest Awards Best Card Game Nominee,true,,,,,games_0122.jpg,https://objects.lib.uidaho.edu/games/small/games_0122_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0122_th.jpg,game
games_0123,Spite & Malice,,,Parker Brothers,2002,"Spite & Malice is Hasbro game based on the traditional card game of Spite and Malice (also sold as Spite 'N' Malice), which dates from at least the 19th century. The object in all of these games is to be the first to play all the cards from your card stack to the build piles, using additional cards from your hand and your discard piles. The Hasbro edition uses suitless numbered cards and adds action cards and other twists to the original (which is played with several standard 54-card decks, including jokers). Skip-Bo, Flinch and Da Capo! are based on the original Spite and Malice. Hasbro published a cat-themed edition of the game in 2003.",https://boardgamegeek.com/boardgame/6644/spite-and-malice,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1ldrjcp/alma996855060301851,Being catty pays off! A little meanness. Some minor annoyances. All in the name of fun. 8 cards piled high. Who can get through them first? Will your opponent go Wild or be Spiteful? It could go either way. You never know..,Board Games Shelf (First Floor) ; GAME SPITE & MALICE,,,https://www.hasbro.com/common/instruct/Spite_and_Malice.pdf,,,2,5,2,8,30 min,FALSE,TRUE,FALSE,FALSE,Card Game,Pattern Building,,,false,,,,,games_0123.jpg,https://objects.lib.uidaho.edu/games/small/games_0123_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0123_th.jpg,game
games_0124,Mantis,"Ken Gruhl, Jeremy Posner",Matthew Inman,Exploding Kittens,2022,"MANTIS has only two rules: Steal or Score your way to victory. Collect matching cards by stealing or scoring until the winner has 10 cards in their score pile. With the simplicity of UNO and depth of Gin Rummy, Mantis is designed for both kids and adults. But adults should be warned that kids will often beat them at this game.",https://boardgamegeek.com/boardgame/358690/mantis,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1ldrjcp/alma996855060201851,"Mantis is a colorfully cutthroat card game of rainbows and revenge. Mantis has only two rules: Steal or Score your way to victory. Collect matching cards by stealing or scoring until the winner has 10 cards in their score pile. With the simplicity of UNO and depth of Gin Rummy, Mantis is designed for both kids and adults. But adults should be warned that kids will often beat them at this game.",Board Games Shelf (First Floor) ; GAME MANTIS,https://youtu.be/jSfY3jeY278?si=HI6F7vxDQNkpV82K,,https://cdn.shopify.com/s/files/1/0345/9180/1483/files/Copy_of_Mantis_Instructions_18NOV21.pdf?v=1709370758,,,2,6,4; 5,7,10 min,TRUE,FALSE,FALSE,FALSE,Card Game,Hand Management; Push Your Luck; Set Collection; Take That,2023 Swiss Gamers Award Family Nominee; 2023 Spiel des Jahres Recommended; 2023 Gra Roku Best Party Game Nominee; 2023 Fairplay À la carte Runner-up; 2023 American Tabletop Early Gamers Recommended,Swiss Gamers Award Family Nominee; Spiel des Jahres Recommended; Gra Roku Best Party Game Nominee; Fairplay À la carte Runner-up; American Tabletop Early Gamers Recommended,true,,,,,games_0124.jpg,https://objects.lib.uidaho.edu/games/small/games_0124_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0124_th.jpg,game
games_0125,Mists Over Carcassonne,Klaus-Jürgen Wrede,"Marcel Gröber, Anne Pätzke",Hans im Glück,2022,"Mists over Carcassonne is a co-operative version of the well-known tile-laying game Carcassonne. Working together, you place tiles and score points while trying to stop the spread of ghosts, contain haunted ground in cemeteries, and use haunted castles to your advantage. If too many ghosts are loose on the ground or you've collected too few points when the tiles run out, you lose the game. If you do manage to survive three days, you can adjust the difficulty level of the game to increase the challenge. Mists over Carcassonne includes 45 meeples in two new types and 60 tiles that match the graphics of the 2021 edition of Carcassonne, and this game includes rules for how to incorporate material in a regular competitive game of Carcassonne.",https://boardgamegeek.com/boardgame/358124/mists-over-carcassonne,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1ldrjcp/alma996855060101851,"Thick mists creep over the fields, swallowing up entire farms and reaching the city walls. Even the bravest knights tremble, their armor rattling when they hear: 'The mist is waking up the restive souls of the Cathars who were hunted during the Crusades. They are coming for justice!'. In the first cooperative 'Carcassonne', you must work together to restore peace to the world of Carcassonne. Restless ghosts, ominous cemeteries, and castles that rise high above the mist await you. 6 levels lead you, step by step, through the individual elements and rules of 'Mists over Carcassonne' and present you with ever greater challenges. Which level will be your favorite?",Board Games Shelf (First Floor) ; GAME MISTS OVER CARCASSONNE,,,https://cdn.svc.asmodee.net/production-zman/uploads/2024/10/Mists-Over-Carcassonne-Rulebook_WEB.pdf,,,1,5,2,8,35 min,FALSE,TRUE,FALSE,FALSE,Medieval; Ghosts,Cooperative Game; Tile Placement,2024 GEEKS d'OURO Cooperative Board Game of the Year Nominee; 2022 Golden Geek Best Cooperative Game Nominee; 2022 5 Seasons Best International Party&Coop Nominee,GEEKS d'OURO Cooperative Board Game of the Year Nominee; Golden Geek Best Cooperative Game Nominee; 5 Seasons Best International Party&Coop Nominee,true,,,,,games_0125.jpg,https://objects.lib.uidaho.edu/games/small/games_0125_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0125_th.jpg,game
games_0126,Zombie State: Diplomacy of the Dead,John Werner,,Zombie State Games,2010,"The world is too late. The virus known as MV1 has gone global. You, the leader of your people, have moved quickly to consolidate your local governments in hopes that you are not too late to carve some chance of hope out of what appears to be none. Rushing to develop effective technologies and retrain your military against this new threat proves difficult but is your only chance at salvation. Resources will prove important and become continually scarce as MV1 continues to sweep through your territory. Do you have what it takes to keep your people alive? Or, better yet, can you eliminate the threat of the walking dead from your territory completely? Many technologies lay at your disposal if you test them successfully, but the true strength of these technologies lie in the versatile combinations that you choose to use. Will you rely on military strength, physics and science, or research medicine to find a cure? Perhaps your survival lies in utilizing combinations of these technologies. Either way your fallen countrymen have only one form of diplomacy and that is that they are at peace only when they are feeding. Feeding on you and your people and spreading the deadly MV1 viral infection. Welcome to The Zombie State: Diplomacy of the Dead. Game Play: You are the world leader of a group of nations. Each turn zombies feed and randomly spread throughout your territory, quickly reducing your population and increasing the number of zombies. At the beginning of the game you have no technologies or military that are effective against the viral threat on a worldwide scale. Each turn you must maximize the use of resources to draft and use military, test technologies, and then strategically use these successfully tested technologies. As the game progresses, outbreaks and the spread of zombies makes the game more difficult through a loss of population, resources, and freedom to act. However, if you have been an effective leader you will have developed effective technologies that you may use to try and eliminate the threat from your territory completely. Otherwise leaders will find the game ends with the total conversion of their population into the walking dead.",https://boardgamegeek.com/boardgame/61484/zombie-state-diplomacy-of-the-dead,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1ldrjcp/alma996884476001851,"The world is too late. The virus known as MV1 (the Moaning Virus) has gone global. You, the leader of your people, have moved quickly to consolidate your local governments in hopes that you are not too late to carve some chance of hope out of what appears to be none. Rushing to develop effective technologies and retrain your military against this new threat proves difficult, but is your only chance at salvation. Resources will prove important and become continually scarce as MV1 continues to sweep through your territory. Do you have what it takes to keep your people alive? Or, better yet, can you eliminate the threat of the walking dead from your territory completely? Many technologies lay at your disposal if you test them successfully, but the true strength of these technologies lies in their versatile combinations. Will you rely on military strength, physics and science, or research medicine to find a cure? Either way your fallen countrymen have only one form of diplomacy and that is that they are at peace only when they are feeding. Feeding on you and your people and spreading the deadly MV1 viral infection.",Board Games Shelf (First Floor) ; GAME ZOMBIE STATE,,,https://boardgamegeek.com/filepage/52275/altered-rule-book-for-printing-full-color-rule-boo,,,2,5,5,13,180 min,FALSE,FALSE,FALSE,TRUE,Industry / Manufacturing; Medical; Zombies,Action Points; Area Majority / Influence; Area Movement; Dice Rolling,,,false,,,,,games_0126.jpg,https://objects.lib.uidaho.edu/games/small/games_0126_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0126_th.jpg,game
